"Gene_set","Database","Pathway_ID","Pathway","GeneRatio","BgRatio","Count","P_value","Adjusted_P_value_FDR","Genes"
"loss_down","GO_BP","GO:0030326","embryonic limb morphogenesis","1/11","15/1522",1,0.103546716362303,0.356313560879868,"FBXW4"
"loss_down","GO_BP","GO:0035113","embryonic appendage morphogenesis","1/11","15/1522",1,0.103546716362303,0.356313560879868,"FBXW4"
"loss_down","GO_BP","GO:0048771","tissue remodeling","1/11","15/1522",1,0.103546716362303,0.356313560879868,"TP53"
"loss_down","GO_BP","GO:0071887","leukocyte apoptotic process","1/11","15/1522",1,0.103546716362303,0.356313560879868,"TP53"
"loss_down","GO_BP","GO:0097529","myeloid leukocyte migration","1/11","15/1522",1,0.103546716362303,0.356313560879868,"C5"
"loss_down","GO_BP","GO:1905037","autophagosome organization","1/11","15/1522",1,0.103546716362303,0.356313560879868,"AP5Z1"
"loss_down","GO_BP","GO:1905039","carboxylic acid transmembrane transport","1/11","15/1522",1,0.103546716362303,0.356313560879868,"SLC43A1"
"loss_down","GO_BP","GO:1990138","neuron projection extension","1/11","15/1522",1,0.103546716362303,0.356313560879868,"LIMK1"
"loss_down","GO_BP","GO:2000377","regulation of reactive oxygen species metabolic process","1/11","15/1522",1,0.103546716362303,0.356313560879868,"TP53"
"loss_down","GO_BP","GO:0141124","intracellular signaling cassette","3/11","163/1522",3,0.104562449970601,0.356313560879868,"LIMK1;FGF3;TP53"
"loss_down","GO_BP","GO:0016310","phosphorylation","2/11","78/1522",2,0.10568266108729,0.356313560879868,"LIMK1;FASTK"
"loss_down","GO_BP","GO:0097190","apoptotic signaling pathway","2/11","78/1522",2,0.10568266108729,0.356313560879868,"FASTK;TP53"
"loss_down","GO_BP","GO:2000145","regulation of cell motility","2/11","78/1522",2,0.10568266108729,0.356313560879868,"C5;FGF3"
"loss_down","GO_BP","GO:0006886","intracellular protein transport","2/11","79/1522",2,0.108001107873133,0.356313560879868,"AP5Z1;TP53"
"loss_down","GO_BP","GO:0007167","enzyme-linked receptor protein signaling pathway","2/11","79/1522",2,0.108001107873133,0.356313560879868,"FGF3;TP53"
"loss_down","GO_BP","GO:0098657","import into cell","2/11","79/1522",2,0.108001107873133,0.356313560879868,"SLC43A1;LIMK1"
"loss_down","GO_BP","GO:0003205","cardiac chamber development","1/11","16/1522",1,0.110090170987395,0.356313560879868,"TP53"
"loss_down","GO_BP","GO:0006865","amino acid transport","1/11","16/1522",1,0.110090170987395,0.356313560879868,"SLC43A1"
"loss_down","GO_BP","GO:0006909","phagocytosis","1/11","16/1522",1,0.110090170987395,0.356313560879868,"LIMK1"
"loss_down","GO_BP","GO:0010833","telomere maintenance via telomere lengthening","1/11","16/1522",1,0.110090170987395,0.356313560879868,"TP53"
"loss_down","GO_BP","GO:0030595","leukocyte chemotaxis","1/11","16/1522",1,0.110090170987395,0.356313560879868,"C5"
"loss_down","GO_BP","GO:0031032","actomyosin structure organization","1/11","16/1522",1,0.110090170987395,0.356313560879868,"LIMK1"
"loss_down","GO_BP","GO:0035107","appendage morphogenesis","1/11","16/1522",1,0.110090170987395,0.356313560879868,"FBXW4"
"loss_down","GO_BP","GO:0035108","limb morphogenesis","1/11","16/1522",1,0.110090170987395,0.356313560879868,"FBXW4"
