gene_name,baseMean_CPM,case_mean_CPM,control_mean_CPM,log2FoldChange,pvalue,padj
KCNMA1,3.769197337789303,6.174017045036289,1.364377630542317,1.6013206966779614,,
NR2F2-AS1,1.2466317367446043,2.374621940398572,0.11864153309063626,1.5929780847608248,,
SLC6A20,1.5994597688290895,2.9023157049315884,0.29660383272659063,1.5895927568978936,,
ZNF486,6.94464962654967,10.923260925833434,2.9660383272659065,1.5880083316903084,,
AEBP2,84.38557869045447,127.06865849955028,41.70249888135864,1.5845250548636185,,
MAP3K14,37.502213586674614,56.674310310845925,18.330116862503303,1.5770784872113557,,
AOC3,1.5730750806024387,2.849546328478287,0.29660383272659063,1.56995069067695,,
CASP4,4.504513785230932,7.22940457410232,1.779622996359544,1.5658988287064708,,
TIGAR,14.060531034784692,21.477136216493754,6.64392585307563,1.5560725461216236,,
SYDE1,37.51531636685865,56.463232805032725,18.567399928684573,1.5541870925722099,,
RASSF8,88.20700802112131,131.92344113325402,44.4905749089886,1.5469559746280248,,
HTR1D,1.6555048403283994,2.95508508138489,0.3559245992719088,1.54443177532402,,
RAP1BL,5.13101578471995,8.126483973808448,2.1355475956314525,1.541341742406633,,
ZNF569,15.531163929667953,23.58791127462582,7.4744165847100845,1.536763228785343,,
GAS7,1.8731337362336224,3.2717013401046997,0.474566132362545,1.5345202563754008,,
RAB3B,82.16926487941579,122.63603087747293,41.70249888135864,1.5337068431890422,,
CHST2,16.91936706482525,25.59314757985128,8.245586549799219,1.524217791749178,,
CPNE8,3.2316764881182616,5.276937645330161,1.1864153309063625,1.5214933963283326,,
CCN1,78.52871528771374,116.77863009115646,40.27880048427101,1.5126048450557295,,
STOM,8.583417735930858,13.192344113325401,3.974491358536315,1.5124919725214125,,
SASH1,3.096477351939,5.065860139516955,1.1270945643610444,1.5118280614411113,,
ZNF442,2.173192391864806,3.693856351731113,0.6525284319984994,1.5060985973392134,,
DUSP6,339.19441617283314,502.20615570607146,176.18267663959486,1.505912013988024,,
ZEB1,27.682170326995763,41.42396051584176,13.940380138149761,1.5056624548142914,,
ZNF605,11.165304103520874,16.99173921796312,5.338868989078632,1.5050372991937209,,
RPSAP12,11.953389927415806,18.152665499935754,5.754114354895858,1.5037066766152956,,
ENSG00000285517,18.093216999123335,27.228998249903633,8.957435748343038,1.5033317628553458,,
LDHB,85.09051824318908,126.22434847629744,43.95668801008073,1.5007671429470957,,
MMP2,1.9291788077329322,3.324470716558001,0.5338868989078631,1.495331458582769,,
ANKRD1,130.82915641236775,193.5580728307103,68.10023999402522,1.4934382171393676,,
GYG2,1.358721879743224,2.480160693305175,0.2372830661812725,1.4919783242624836,,
CILK1,28.397653476302754,42.321039915547885,14.474267037057624,1.4851967995128164,,
GEM,4.158237143238463,6.5961720566627005,1.7203022298142256,1.4815056374932776,,
WBP11,249.0285689607062,366.95824385625934,131.09889406515305,1.4779236692273456,,
ZNF570,14.106569893287393,21.213289334227248,6.999850452347539,1.4733781064547886,,
SPN,2.1204230154115042,3.588317598824509,0.6525284319984994,1.4732901630095212,,
NIPAL4,6.034467446659509,9.340179632234383,2.728755261084634,1.4714952354921547,,
ARL4D,22.805174339404296,33.98347843592624,11.626870242882354,1.4701766546753494,,
COL5A1,1.3323371915165731,2.4273913168518737,0.2372830661812725,1.4699353201285952,,
CXCR6,5.328811382490539,8.284792103168353,2.372830661812725,1.4609097195389973,,
LINC00910,6.552154998195915,10.078950902580607,3.0253590938112245,1.4606318810834604,,
UCN2,3.0997530469850076,5.013090763063653,1.1864153309063625,1.4595392540605228,,
ZNF197,15.768446995849224,23.58791127462582,7.94898271707263,1.458153586961529,,
POU2F2,3.7526397347006766,5.962939539223082,1.5423399301782712,1.4535395536750395,,
LCP1,2.5292961189952994,4.168780739810827,0.889811498179772,1.4515816662737797,,
ENSG00000224415,9.951787572953522,15.039272289190958,4.864302856716086,1.451577170178619,,
ZDHHC11,2.855739462853134,4.6437051278905415,1.0677737978157262,1.4485642400164662,,
FOXM1,310.0068855940496,453.97494562775375,166.03882556034546,1.4456036282080456,,
ZNF585A,8.919688164926718,13.508960372045212,4.330415957808224,1.4446241250761087,,
ENSG00000247134,3.399811702616191,5.435245774690065,1.364377630542317,1.4445347724797797,,
CAVIN1,417.5916176687223,611.0693793292327,224.11385600821188,1.4430403356424037,,
EMG1,38.99541809116276,57.46585095764545,20.524985224680073,1.4415819664508462,,
ENSG00000284747,1.85002474305298,3.1661625871980967,0.5338868989078631,1.441527032888683,,
ZNF892,2.1764680869108144,3.641086975277811,0.7118491985438176,1.4389071178701465,,
AR,2.1764680869108144,3.641086975277811,0.7118491985438176,1.4389071178701465,,
VAT1L,2.3940969828160372,3.957703233997621,0.8304907316344537,1.437441446068852,,
EIF5A2,77.40691821843461,113.34862062169185,41.46521581517737,1.4290854756306948,,
DCLK2,1.2795678150632717,2.3218525639452707,0.2372830661812725,1.424812444098555,,
LTBP1,1.8236400548263292,3.1133932107447952,0.5338868989078631,1.4231368799799036,,
PTPN13,1.9324545027789406,3.2717013401046997,0.5932076654531813,1.422876457093585,,
ENSG00000289579,2.041268950731552,3.4300094694646046,0.6525284319984994,1.4226346889180799,,
EHD2,2.6941556384472207,4.379858245624033,1.0084530312704083,1.4214834359831987,,
C12orf4,35.41764408891062,52.030605182955384,18.80468299486585,1.4209836037238701,,
RPSAP19,8.896579171746076,13.403421619138609,4.389736724353542,1.4181248655995158,,
G0S2,11.072868130798305,16.569584206336707,5.576152055259904,1.4177644867603323,,
INTS13,196.08381433846444,285.7461734946282,106.42145518230072,1.4164920640455914,,
FAM169A,16.569635599928187,24.53776005078525,8.601511149071127,1.4112986003189327,,
SDSL,8.843809795292774,13.297882866232005,4.389736724353542,1.4075148306599043,,
SEMA6A,1.9060698145522896,3.218931963651398,0.5932076654531813,1.4049434960932004,,
RPL23AP42,1.797255366599678,3.060623834291493,0.5338868989078631,1.4045092762097697,,
HMGN5,1.3619975747892321,2.4273913168518737,0.29660383272659063,1.4023731760245224,,
NUDT19-DT,11.076143825844312,16.5168148298834,5.635472821805223,1.4004692902876015,,
MRPS35,185.08664544944153,268.912742406025,101.26054849285804,1.400243417799661,,
ENSG00000236453,1.0355542309313979,1.9524669287721597,0.11864153309063626,1.4001730987418195,,
ZNF260,49.804081083977394,72.55789262328972,27.050269544665067,1.3908655139928658,,
GABRQ,1.7708706783730273,3.0078544578381914,0.5338868989078631,1.38563800942151,,
RPS24P8,12.658866863726193,18.73312864092207,6.5846050865303125,1.379473740458612,,
ARHGAP23,3.676761365066733,5.751862033409876,1.6016606967235896,1.3758526035385021,,
MID1,72.22295392940278,104.64167350689709,39.80423435190846,1.3723882840835433,,
PDGFC,0.9003550947521356,1.741389422958953,0.05932076654531813,1.3717677727871602,,
RECQL,113.74367593308048,164.4293770284878,63.057974837673164,1.3687653579095425,,
SLC9A2,30.95607259499496,45.06504749111957,16.84709769887035,1.3679830186255901,,
SYTL2,30.629629251137125,44.59012310303986,16.669135399234396,1.3674898583235289,,
ZNF573,4.712136468139546,7.22940457410232,2.194868362176771,1.3650315612588644,,
IQCJ-SCHIP1,8.632732289479566,12.875727854605593,4.389736724353542,1.3642767427226388,,
TDG,22.791713303503094,33.24470716558002,12.33871944142617,1.3602608535600467,,
CDC42EP4,45.74483130355352,66.27833682534683,25.211325781760205,1.359951713713738,,
IGF2BP2,138.61906309505466,199.9431673815598,77.29495880854952,1.3597961980881894,,
FOXD1,53.53325356978026,77.46544463344677,29.601062506113745,1.3584757000429324,,
C12orf60,2.1533590937301716,3.5355482223712076,0.7711699650891356,1.3565742805361176,,
PHC1,8.9064062568841,13.245113489778705,4.567699023989496,1.35531398566483,,
FZD2,11.438798943066823,16.886200465056515,5.9913974210771315,1.3551941992898755,,
AP3S1,93.94599779579721,135.5117587320785,52.38023685951591,1.354647613965234,,
ENSG00000225402,6.430058642200687,9.656795890954195,3.203321393447179,1.34217206076597,,
SLC2A3,1069.4860267534082,1533.9002347445712,605.0718187622449,1.340584220007226,,
HOXD10,3.4887928524341683,5.435245774690065,1.5423399301782712,1.3398383063226704,,
PALM2AKAP2,168.43696014554044,241.84205228548126,95.03186800559963,1.3384331245312144,,
NLRP1,1.3916579580618913,2.4273913168518737,0.3559245992719088,1.3378339638146592,,
TCN2,4.933041059090777,7.493251456368829,2.372830661812725,1.3323570764687802,,
MRAS,3.6800370601127406,5.699092656956574,1.6609814632689075,1.332007245923313,,
NAV3,2.3182186131820934,3.7466257281844144,0.889811498179772,1.3286599595912303,,
IFITM1,17.001438568834043,24.748837556598456,9.254039581069629,1.328314930890196,,
HOXB5,46.25906403218533,66.59495308406663,25.923174980304022,1.3280669797395628,,
SLC1A3,13.76011412343634,20.105132428707915,7.415095818164766,1.3265422778724085,,
VWF,1.4740877177878522,2.5329300697584776,0.4152453658172269,1.3198129934396152,,
SHOX2,1.9917752693242585,3.2717013401046997,0.7118491985438176,1.3192551668088643,,
HMGA2,225.02940452674352,321.6293494828733,128.42945957061374,1.3177116579548362,,
NMD3,138.69750064830026,198.20177795860084,79.1932233379997,1.3126782909232224,,
SH3RF2,58.07016604975409,83.21730666685663,32.923025432651556,1.3118518950458444,,
SLC30A10,17.987319990499564,26.068071967930997,9.906568013068128,1.3113949315150197,,
RNF7,49.051848777729965,70.34157881225104,27.762118743208884,1.310573188561037,,
ZNF502,6.10689099338886,9.129102126421177,3.0846798603565424,1.3102113793695451,,
AOPEP,151.32307317799064,216.03782719981677,86.60831915616447,1.3088067321281645,,
HES1,32.89472023214875,47.28136130215824,18.508079162139257,1.3073946218942236,,
KCNN4,24.202846303982447,34.88055783563236,13.525134772332533,1.3046507702112353,,
FGF13,3.4096387877542162,5.276937645330161,1.5423399301782712,1.30390393482222,,
LINC00944,1.5565174775138129,2.6384688226650805,0.474566132362545,1.303040921748536,,
NGFR,147.6068243445132,210.4442732957668,84.76937539325961,1.3017429677399486,,
ASB9,3.7096974433853998,5.699092656956574,1.7203022298142256,1.3001987602774852,,
TBCCD1,15.510972375816147,22.479754369106484,8.54219038252581,1.2990249400487643,,
PRKAR2B,1.447703029561201,2.480160693305175,0.4152453658172269,1.2981017231630052,,
PLCL2,1.447703029561201,2.480160693305175,0.4152453658172269,1.2981017231630052,,
GRAMD2B,2.2654492367287915,3.641086975277811,0.889811498179772,1.2962203962308698,,
NBDY,11.995973963013913,17.466663606042832,6.525284319984994,1.2951052405844001,,
GAPDHP63,19.65574848315341,28.337155155422963,10.974341810883855,1.2927826205724322,,
DYRK2,41.543651868999774,59.41831788641761,23.668985851581933,1.2922876110914283,,
RPL14P3,10.11646796454686,14.775425406924452,5.457510522169268,1.288628915816489,,
RPLP0P2,1.2300741336559782,2.163544434585366,0.29660383272659063,1.286804117228495,,
ENSG00000286966,1.2300741336559782,2.163544434585366,0.29660383272659063,1.286804117228495,,
RPL19P16,7.03672734355507,10.395567161300416,3.677887525809724,1.2845436504694052,,
GAPDHP70,5.292420481267278,7.915406467995242,2.669434494539316,1.2807428312184737,,
FBXO45,68.73362369339286,97.78165456796788,39.68559281881783,1.2797251217268983,,
SAMD9,2.2390645485021405,3.588317598824509,0.889811498179772,1.279722918697483,,
GSTA4,2.2390645485021405,3.588317598824509,0.889811498179772,1.279722918697483,,
SH3PXD2A,4.065801170515893,6.174017045036289,1.9575852959954982,1.2783613969396812,,
NTF3,1.4213183413345503,2.4273913168518737,0.4152453658172269,1.2760587190291168,,
LRRC23,11.537607178022824,16.72789233569661,6.347322020349039,1.2707306128738816,,
GAPDHP1,84.91368210429613,120.47248644288757,49.35487776570468,1.2704261391496852,,
ATF7IP,143.9264290286833,203.7953318626508,84.05752619471579,1.267672029216274,,
MYH3,5.757338656350383,8.54863898543486,2.9660383272659065,1.267596493722278,,
CCDC91,35.23568958279432,50.183677007089834,20.287702158498803,1.2656635630041864,,
HDX,0.9036307897981439,1.6886200465056516,0.11864153309063626,1.265118088153073,,
LINC02985,1.9126212046443065,3.1133932107447952,0.7118491985438176,1.2647733732755302,,
NR2F2,116.91114380888017,165.48476455755386,68.33752306020648,1.2636819533866765,,
GPR19,2.2126798602754896,3.5355482223712076,0.889811498179772,1.2630346051910393,,
TPM1,20.756995742863555,29.709158943208806,11.804832542518307,1.2619806146316883,,
COL5A3,1.5037481010605114,2.5329300697584776,0.474566132362545,1.2605746662044806,,
ZNF639,57.984102339264965,82.2146885142439,33.75351616428602,1.25967925701759,,
ZNF462,60.19332737663585,85.32808172498869,35.058573028283014,1.2594876259803969,,
MIA,3.1128558271690405,4.802013257250446,1.4236983970876351,1.2593434097420295,,
C12orf43,37.6954795943891,53.56091710010113,21.83004208867707,1.2569343751794624,,
SERPINE2,32.86815641606351,46.753667537625226,18.9826452945018,1.2568639589145312,,
TEAD4,99.49773556927491,140.6831576245021,58.31231351404772,1.256264718987615,,
RAI2,1.094874997476716,1.9524669287721597,0.2372830661812725,1.2547453012684577,,
KIF18B,108.77972059570696,153.61165485556097,63.947786335852946,1.251296816685198,,
PPFIBP1,972.0521067973855,1369.048702704457,575.0555108903139,1.2499474322090554,,
TBX3,194.15796261936902,273.7675250397287,114.54840019900931,1.2497142157116143,,
ENSG00000277342,1.5861778607864718,2.6384688226650805,0.5338868989078631,1.246139338886373,,
ZNF331,15.062432675963082,21.582674969400355,8.54219038252581,1.2428240108727047,,
FOXJ2,108.00473755199606,152.23965106777513,63.769824036216995,1.2423959160597255,,
PHC1P1,3.5777740022521454,5.435245774690065,1.7203022298142256,1.2422283028125236,,
FGFR1OP2,109.47864614192534,154.29765674945392,64.65963553439676,1.241957414508497,,
EMP1,454.88546711396975,639.5648426140154,270.20609161392406,1.239955034504621,,
TMSB10P1,4.369135521193085,6.543402680209399,2.194868362176771,1.2394589524135828,,
CLIP4,1.6686076205124323,2.7440075755716835,0.5932076654531813,1.232649027934694,,
KRAS,219.5636027294879,308.38423599309465,130.74296946588115,1.2316737155201314,,
ETV1,6.525591182110681,9.551257138047593,3.4999252261737697,1.229441966288871,,
SLC15A3,2.1599104838221885,3.4300094694646046,0.889811498179772,1.2290674446060417,,
RPL19P6,4.8340536962761895,7.176635197649018,2.4914721949033614,1.227671792089457,,
SOCS1,2.651213347131944,4.116011363357526,1.1864153309063625,1.2264519876152964,,
PYROXD1,8.790861290980887,12.717419725245687,4.864302856716086,1.2259776159243134,,
ROBO4,17.604652447283833,25.06545381531826,10.143851079249401,1.2258910946071395,,
TIAM2,6.007903630574274,8.812485867701369,3.203321393447179,1.2230888993291424,,
STRAP,429.28405320611625,601.4125834382785,257.1555229739541,1.2225114425060117,,
ENSG00000272077,0.9596758612974537,1.741389422958953,0.1779622996359544,1.2186139152295432,,
COMMD2,27.186696129347077,38.41610605800357,15.957286200690579,1.2168799553980687,,
ACTG1,2844.553650380784,3978.177752061502,1710.9295487000657,1.2168470149432258,,
PLEKHA5,65.04012559737892,91.34379064066509,38.73646055409274,1.216551581980942,,
TSPAN11,1.9422815879169655,3.1133932107447952,0.7711699650891356,1.215626326981332,,
LINC02964,24.40373846894046,34.51117220045925,14.29630473742167,1.2150898130533199,,
FAAP24,10.89454757544518,15.619735430177277,6.169359720713085,1.2129812300419454,,
GPR55,12.368456165374447,17.677741111856037,7.059171218892857,1.2126165968512945,,
DERA,69.32992792603346,97.25396080343486,41.405895048632054,1.2122507315683884,,
PEX5,148.64731781480936,208.01688197891494,89.27775365070379,1.2111770452984154,,
DNMBP,134.15552119469456,187.7534414208471,80.55760096854202,1.210611704456085,,
NEK6,43.320536553889056,60.89586042711005,25.745212680668068,1.2105622495520305,,
ZNF146,281.3023666034894,393.1846239535503,169.4201092534286,1.2097759210370513,,
PRKCQ,5.84631980616836,8.54863898543486,3.1440006269018608,1.204270892094537,,
BTF3P2,1.5334084843331703,2.5329300697584776,0.5338868989078631,1.2036730833423175,,
NOG,1.5334084843331703,2.5329300697584776,0.5338868989078631,1.2036730833423175,,
KIAA1755,6.037564013846933,8.812485867701369,3.262642159992497,1.2028707219559232,,
UBTD2,27.57573593479623,38.83826106962998,16.313210799962484,1.2022813727636505,,
CTTNBP2,1.0421056210234145,1.8469281758655565,0.2372830661812725,1.202230497799453,,
SGSH,2.2159555553214982,3.482778845917906,0.94913226472509,1.2015613343176936,,
FAR2,3.3898054896195817,5.118629515970256,1.6609814632689075,1.2012500859935034,,
BLMH,40.461700523848506,56.779849063752536,24.14355198394448,1.2003779641415118,,
ZFPM2,15.510793247957565,22.004829981026774,9.016756514888355,1.1995213631837336,,
GPR162,2.598443970678643,4.010472610450923,1.1864153309063625,1.196379210333955,,
MYO7A,0.7420469653922308,1.4247731642391435,0.05932076654531813,1.1947102812575028,,
FXR1,207.9692339685314,289.70387672862586,126.23459120843697,1.1920593621250128,,
PELI2,8.141250298311228,11.714801572632958,4.567699023989496,1.1913558175964472,,
ZNF529,14.55784790461071,20.63282619324093,8.482869615980492,1.189826551700236,,
ELAVL2,1.807082451737703,2.9023157049315884,0.7118491985438176,1.1887748831008171,,
DZIP1L,5.493491774083876,8.020945220901845,2.9660383272659065,1.1855799883419051,,
YBX3,770.9346518862883,1071.2183420020226,470.65096177055403,1.1848072053229266,,
DUSP10,3.9371534244286477,5.857400786316479,2.0169060625408166,1.1845920681803934,,
CCDC77,34.60227793749611,48.442287584130874,20.762268290861346,1.1839165578927797,,
ACP7,9.562389511787192,13.667268501405117,5.457510522169268,1.1835502273793659,,
FAM131A,18.382732058182153,25.90976383857109,10.855700277793217,1.1825488492130234,,
TEX15,9.262330856156009,13.245113489778705,5.279548222533314,1.1817344412214814,,
RIMKLB,44.62613080146181,62.3206335913492,26.931628011574432,1.1807760268616154,,
ARHGAP23P1,1.8895122114636635,3.0078544578381914,0.7711699650891356,1.1781274564229383,,
LIMS4,7.788422266226742,11.187107808099942,4.389736724353542,1.1770690847712366,,
AKAP12,1079.807329195225,1497.5949037446996,662.0197546457504,1.1764866893066033,,
INPP4B,4.593315807190325,6.754480186022606,2.432151428358043,1.1759168681357948,,
PRKCA,48.61915016953118,67.75587936603925,29.48242097302311,1.173505595697039,,
ZNF875,26.988721403717904,37.782873540563955,16.19456926687185,1.1734667250127149,,
RAD51AP1,50.914080661674056,70.92204195323737,30.906119370110744,1.172600831953437,,
SENP5,88.74094631362067,123.32203277136587,54.15985985587545,1.1723913018188248,,
RPSA2,13.169644769453413,18.627589888015468,7.711699650891357,1.171856911282172,,
GAPDHP35,9.48323544710724,13.508960372045212,5.457510522169268,1.167894153695953,,
MAGOHB,39.41959490282509,54.93292088788697,23.906268917763203,1.1671887567363302,,
FKBP4,584.3674950632341,808.9545410291137,359.78044909735445,1.1667197782982328,,
NOL11,122.05037452801088,169.17862090928494,74.9221281467368,1.1644574687186986,,
SHE,0.71566227716558,1.3720037877858418,0.05932076654531813,1.162966804398751,,
GPR160,4.26687246333249,6.2795557979428915,2.2541891287220888,1.1615523183754268,,
