Gene,RNA_log2FC,RNA_stat,RNA_padj,RNA_baseMean,RNA_ID_rows,H4K16ac_Fold_median,H4K16ac_Fold_mean,H4K16ac_min_FDR,H4K16ac_peak_count,H4K16ac_Fold_nearest_TSS
MTG2,0.3293703335418775,3.0977505270903665,0.0066106477706447,732.3287564240192,1,-0.0710480675333493,-0.0710480675333493,0.944733898979837,1,-0.0710480675333493
MTIF2,0.3770374576930426,3.595685368018823,0.0013274425598164,809.6024577846295,1,-0.250023651505082,-0.250023651505082,0.819684048171271,1,-0.250023651505082
MTIF3,0.0842682870701819,0.5349495239919534,0.7319361820087082,246.57396143262224,1,-0.458040720943979,-0.458040720943979,0.572795617788248,1,-0.458040720943979
MTM1,0.563673103968599,4.332331449632792,7.833979174239903e-05,432.5178009251139,1,-0.248568631373269,-0.248568631373269,0.811451937956882,1,-0.248568631373269
MTO1,-0.0945299147090495,-0.6587771645872567,0.6602948620146641,350.6410268890441,1,-0.435482235028298,-0.435482235028298,0.654841996404859,1,-0.435482235028298
MUC3A,-0.8457422638925851,-1.480534173003465,0.2517687115794648,16.650623317675493,1,0.508310365369786,0.508310365369786,0.51493995131783,1,0.508310365369786
MUS81,-0.3438593979200586,-2.822352846720343,0.0145437072232451,636.4543774142312,1,-0.928887811620088,-0.928887811620088,0.247438109730651,1,-0.928887811620088
MXD1,0.1879073200028702,1.2883093079508643,0.3308859515000554,350.1385486338395,1,-0.462977172557803,-0.462977172557803,0.558783844401074,1,-0.462977172557803
MXD3,-0.7018774694032833,-3.372151068177444,0.0028154785980256,147.79103285626024,1,-0.311863614782088,-0.311863614782088,0.7288188257144,1,-0.311863614782088
MYBBP1A,-0.2256811642762203,-2.9689593141964004,0.0096568128547421,2796.9338295089174,1,-0.378349899803808,-0.378349899803808,0.680192126202857,1,-0.378349899803808
MYBL2,0.5394004403219238,6.211248902248972,5.384653903509277e-09,1566.3189927826363,1,-0.339250441107263,-0.339250441107263,0.713082022840643,1,-0.339250441107263
MYC,0.3824585019807162,5.715324691656888,9.35823920135731e-08,5262.7600889272535,1,-1.02197553749664,-1.02197553749664,0.199565796812365,1,-1.02197553749664
MYH7B,-3.277514982697708,-12.841926035227225,7.53725803195301e-36,1186.140053642735,1,0.27851053054866803,0.27851053054866803,0.750507636387212,2,0.229239774800237
MYH9,0.0399478970974939,0.5285678585117151,0.7351480704079872,13842.124141030978,1,-0.614852623877496,-0.614852623877496,0.471557057510879,1,-0.614852623877496
MYL12A,-0.3844970258140855,-4.506099885529147,3.714218003961138e-05,1710.2224622980568,1,-0.732880516985825,-0.732880516985825,0.39113363873312,1,-0.732880516985825
