distance_bp,control_mean,KD_mean,KD_minus_control
3787.878787878788,0.0389898310402601,0.06064827493797377,0.021658443897713684
3888.8888888888887,0.05045578670374856,0.09244402038920994,0.041988233685461354
3989.8989898989894,0.05599849243672436,0.07673885254630947,0.020740360109585104
4090.90909090909,0.045291414886355755,0.03882234762179874,-0.006469067264557013
4191.919191919193,0.05259744563740116,0.0505511848272852,-0.002046260810115956
4292.929292929293,0.04738559086349438,0.05564378883577241,0.008258197972278
4393.939393939394,0.03379779555577912,0.030251231107756432,-0.0035465644480227056
4494.949494949495,0.06210208078581389,-0.013770760358913394,-0.0758728411447273
4595.959595959595,0.08206794246043686,0.010006770260455402,-0.07206117219998148
4696.969696969696,0.07339358067125931,0.08022920856445001,0.006835627893190678
4797.979797979799,0.06902732546617883,0.09933640378503251,0.03030907831885369
4898.989898989899,0.045613275890254636,0.04689197139152132,0.001278695501266683
5000.0,0.002558742116028764,0.0664269445757462,0.06386820245971742
